"","Triad","Narration","Listener","OldOrNew","Transcript","Audience","Hedges","Rising Intonation","ID"
"1083",12,1,1,"New","and then a bunch of like cooking utensils come out",NA,"like",NA,"12-1-1-New"
"1084",12,1,1,"New","and then hehe like goes a little crazy",NA,"like",NA,"12-1-1-New"
"1085",12,1,1,"New","and then he opens a aspirinlike a bottle",NA,"like",NA,"12-1-1-New"
"1086",12,1,1,"New","and then he takes a couple of aspirin pills",NA,NA,NA,"12-1-1-New"
"1087",12,1,1,"New","and then he falls into the ground",NA,NA,NA,"12-1-1-New"
"1088",12,1,1,"New","and then the they",NA,NA,NA,"12-1-1-New"
"1089",12,1,1,"New","it cuts to the scene that they’re chasing each otherkeep chasing",NA,NA,NA,"12-1-1-New"
"1090",12,1,1,"New","and they go to a mine",NA,NA,NA,"12-1-1-New"
"1091",12,1,1,"New","aand it’s dark",NA,NA,NA,"12-1-1-New"
"1092",12,1,1,"New","so they get hardhats with lights",NA,NA,NA,"12-1-1-New"
"1093",12,1,1,"New","so you see roadrunner is green and coyote is red",NA,NA,NA,"12-1-1-New"
"1094",12,1,1,"New","so they’re going around and around and around",NA,NA,NA,"12-1-1-New"
"1095",12,1,1,"New","they’re together they’re like chasing each other",NA,"like",NA,"12-1-1-New"
"1096",12,1,1,"New","untiil the roadrunner goes one way ?",NA,NA,"?","12-1-1-New"
"1097",12,1,1,"New","and the coyote goes the other way ?",NA,NA,"?","12-1-1-New"
"1098",12,1,1,"New","which is like a bumpy way",NA,"like",NA,"12-1-1-New"
"1099",12,1,1,"New","so he keeps hitting his head",NA,NA,NA,"12-1-1-New"
"1100",12,1,1,"New","and which like turns off the hardhat ?",NA,"like","?","12-1-1-New"
"1101",12,1,1,"New","and he’s like lights up a match ?",NA,"like","?","12-1-1-New"
"1102",12,1,1,"New","and then he realizes that there’s dynamite behind him",NA,NA,NA,"12-1-1-New"
"1103",12,1,1,"New","he blows up",NA,NA,NA,"12-1-1-New"
"1104",12,2,2,"New","it’s um the cartoon of coyote and the roadrunner ?",NA,NA,"?","12-2-2-New"
"1105",12,2,2,"New","and you they’re running",NA,NA,NA,"12-2-2-New"
"1106",12,2,2,"New","and then they show it’s roadrunner and coyote",NA,NA,NA,"12-2-2-New"
"1107",12,2,2,"New","and the coyote is chasing him with a fork and a knife",NA,NA,NA,"12-2-2-New"
"1108",12,2,2,"New","and a napkin around his head ‘cause he wants to eat him",NA,NA,NA,"12-2-2-New"
"1109",12,2,2,"New","but then the roadrunner does its usual BEEP BEEP",NA,NA,NA,"12-2-2-New"
"1110",12,2,2,"New","and thenhe like kinda digs the fork and the knife into the ground",NA,"like, kinda",NA,"12-2-2-New"
"1111",12,2,2,"New","and then and then he gets mad",NA,NA,NA,"12-2-2-New"
"1112",12,2,2,"New","and then it goes into",NA,NA,NA,"12-2-2-New"
"1113",12,2,2,"New","he makes a plan of put um putting a boxing glove onto a spring",NA,NA,NA,"12-2-2-New"
"1114",12,2,2,"New","and then strapping it onto a rock",NA,NA,NA,"12-2-2-New"
"1115",12,2,2,"New","and then he pulls a string which will hit the um roadrunner ?",NA,NA,"?","12-2-2-New"
"1116",12,2,2,"New","but then it backfires",NA,NA,NA,"12-2-2-New"
"1117",12,2,2,"New","and the rock throws him to the wall",NA,NA,NA,"12-2-2-New"
"1118",12,2,2,"New","and then theethe boxing glove hits him ?",NA,NA,"?","12-2-2-New"
"1119",12,2,2,"New","springs back and hits him",NA,NA,NA,"12-2-2-New"
"1120",12,2,2,"New","and then he makes a uhh",NA,NA,NA,"12-2-2-New"
"1121",12,2,2,"New","he makes a blueprint out of a plan",NA,NA,NA,"12-2-2-New"
"1122",12,2,2,"New","by putting a tightrope next to like two calike two cliffs",NA,"like, like",NA,"12-2-2-New"
"1123",12,2,2,"New","and then having an anvil ? anvil ?",NA,NA,"?, ?","12-2-2-New"
"1124",12,2,2,"New","and then he’s gonna throw it on top of the roadrunner","mm-hmm",NA,NA,"12-2-2-New"
"1125",12,2,2,"New","but while he’s walking that the tightrope",NA,NA,NA,"12-2-2-New"
"1126",12,2,2,"New","it kinda goes down with him ‘cause of the weight",NA,"kinda",NA,"12-2-2-New"
"1127",12,2,2,"New","and then the roadrunner comes in and goes BEEP BEEP",NA,NA,NA,"12-2-2-New"
"1128",12,2,2,"New","and he kinda drops the anvil",NA,"kinda",NA,"12-2-2-New"
"1129",12,2,2,"New","so he shoots up in the air",NA,NA,NA,"12-2-2-New"
"1130",12,2,2,"New","and then he has a a parachute ?",NA,NA,"?","12-2-2-New"
"1131",12,2,2,"New","and then he he’s about to open it",NA,NA,NA,"12-2-2-New"
"1132",12,2,2,"New","but then a bunch of kitchen supplies come out ?",NA,NA,"?","12-2-2-New"
"1133",12,2,2,"New","so he’s frustrated",NA,NA,NA,"12-2-2-New"
"1134",12,2,2,"New","and then umhe takes out an aspirin box",NA,NA,NA,"12-2-2-New"
"1135",12,2,2,"New","and he drinks he takes two",NA,NA,NA,"12-2-2-New"
"1136",12,2,2,"New","and then he falls to the ground",NA,NA,NA,"12-2-2-New"
"1137",12,2,2,"New","and then it goes into they’re chasing each other",NA,NA,NA,"12-2-2-New"
"1138",12,2,2,"New","and they go into a mine",NA,NA,NA,"12-2-2-New"
"1139",12,2,2,"New","and it’s dark at first",NA,NA,NA,"12-2-2-New"
"1140",12,2,2,"New","so they both get hardhats with lights",NA,NA,NA,"12-2-2-New"
"1141",12,2,2,"New","the coyote has redaand roadrunner has green",NA,NA,NA,"12-2-2-New"
"1142",12,2,2,"New","and then they are chasing each other chasing each other chasing each other",NA,NA,NA,"12-2-2-New"
"1143",12,2,2,"New","and then ummroadrunner goes one way and coyote goes the other ?",NA,NA,"?","12-2-2-New"
"1144",12,2,2,"New","it’s like a bumpy the bumpy side.",NA,"like",NA,"12-2-2-New"
"1145",12,2,2,"New","and he hi keeps hitting his head with the ceiling",NA,NA,NA,"12-2-2-New"
"1146",12,2,2,"New","and the hardhat like gets broken",NA,"like",NA,"12-2-2-New"
"1147",12,2,2,"New","and then he lights a match",NA,NA,NA,"12-2-2-New"
"1148",12,2,2,"New","and he there’s dynamite in the back of him",NA,NA,NA,"12-2-2-New"
"1149",12,2,2,"New","and then he blows up",NA,NA,NA,"12-2-2-New"
"1150",12,2,2,"New","and that’s it","great",NA,NA,"12-2-2-New"
"1151",12,3,1,"Old","well it’s the cartoon of roadrunner and coyote",NA,NA,NA,"12-3-1-Old"
"1152",12,3,1,"Old","and they’re chasing each other",NA,NA,NA,"12-3-1-Old"
"1153",12,3,1,"Old","and then the road he’s about to like dig the knife and the fork in him",NA,"like",NA,"12-3-1-Old"
"1154",12,3,1,"Old","aand then the roadrunner stops and goes BEEP BEEP",NA,NA,NA,"12-3-1-Old"
"1155",12,3,1,"Old","and then he goes in it kind of",NA,"kind of",NA,"12-3-1-Old"
"1156",12,3,1,"Old","and then he starts running away from him",NA,NA,NA,"12-3-1-Old"
"1157",12,3,1,"Old","and then the coyote digs the fork and knife into the ground",NA,NA,NA,"12-3-1-Old"
"1158",12,3,1,"Old","and then he makes a plan putting boxing glove on a spring",NA,NA,NA,"12-3-1-Old"
"1159",12,3,1,"Old","and then strapping it to the rock",NA,NA,NA,"12-3-1-Old"
"1160",12,3,1,"Old","and then the roadrunner like distracts him with his BEEP BEEP",NA,"like",NA,"12-3-1-Old"
"1161",12,3,1,"Old","and then the rock backfires",NA,NA,NA,"12-3-1-Old"
"1162",12,3,1,"Old","and then throws him into the wall",NA,NA,NA,"12-3-1-Old"
"1163",12,3,1,"Old","and then ohh the boxing glove comes back",NA,NA,NA,"12-3-1-Old"
"1164",12,3,1,"Old","and springs him and hits him in the face",NA,NA,NA,"12-3-1-Old"
"1165",12,3,1,"Old","and then he makes a plan of a blueprintof",NA,NA,NA,"12-3-1-Old"
"1166",12,3,1,"Old","h he’s a tightrope between two cacliffs",NA,NA,NA,"12-3-1-Old"
"1167",12,3,1,"Old","and then he has an anvil",NA,NA,NA,"12-3-1-Old"
"1168",12,3,1,"Old","and he’s gonna throwthe anvil on top of the roadrunner",NA,NA,NA,"12-3-1-Old"
"1169",12,3,1,"Old","but while he’swalking the tightrope",NA,NA,NA,"12-3-1-Old"
"1170",12,3,1,"Old","in the middle of it he goes doown",NA,NA,NA,"12-3-1-Old"
"1171",12,3,1,"Old","he goes down with the weight",NA,NA,NA,"12-3-1-Old"
"1172",12,3,1,"Old","and then the roadrunner comes in bothers him by going BEEP BEEP",NA,NA,NA,"12-3-1-Old"
"1173",12,3,1,"Old","and then he kinda throws the anvil in the ground frustrated ?",NA,"kinda","?","12-3-1-Old"
"1174",12,3,1,"Old","which makes him shoot up in the air",NA,NA,NA,"12-3-1-Old"
"1175",12,3,1,"Old","aand he ththought he had a good parachute",NA,NA,NA,"12-3-1-Old"
"1176",12,3,1,"Old","but it turns out to have been kitchen supplies in it",NA,NA,NA,"12-3-1-Old"
"1177",12,3,1,"Old","and then he opens an aspirin box",NA,NA,NA,"12-3-1-Old"
"1178",12,3,1,"Old","and takes like two aspirins",NA,"like",NA,"12-3-1-Old"
"1179",12,3,1,"Old","and he falls and crashes to the ground",NA,NA,NA,"12-3-1-Old"
"1180",12,3,1,"Old","theen they’re chasing each other and they enter a mine",NA,NA,NA,"12-3-1-Old"
"1181",12,3,1,"Old","and it’s dark so they go and get hardhats",NA,NA,NA,"12-3-1-Old"
"1182",12,3,1,"Old","and roadrunner has green and the coyote has red",NA,NA,NA,"12-3-1-Old"
"1183",12,3,1,"Old","and they keep chasing each other and they keep chasing each other",NA,NA,NA,"12-3-1-Old"
"1184",12,3,1,"Old","and at the end the roadrunner goesthe good the right way ?",NA,NA,"?","12-3-1-Old"
"1185",12,3,1,"Old","and the coyote goes the bumpy way ?",NA,NA,"?","12-3-1-Old"
"1186",12,3,1,"Old","aand he keeps hitting his head on the ceiling",NA,NA,NA,"12-3-1-Old"
"1187",12,3,1,"Old","which makewhich damages the hardhat and the light",NA,NA,NA,"12-3-1-Old"
"1188",12,3,1,"Old","and he lights up a match",NA,NA,NA,"12-3-1-Old"
"1189",12,3,1,"Old","and he f he realizes that there’s dynamite in back of him",NA,NA,NA,"12-3-1-Old"
"1190",12,3,1,"Old","and he blows up",NA,NA,NA,"12-3-1-Old"
"1191",13,1,1,"New","okay so this one was umm the roadrunner and coyote",NA,NA,NA,"13-1-1-New"
"1192",13,1,1,"New","aand it starts out",NA,NA,NA,"13-1-1-New"
"1193",13,1,1,"New","they’re in the desert",NA,NA,NA,"13-1-1-New"
"1194",13,1,1,"New","there is a road",NA,NA,NA,"13-1-1-New"
"1195",13,1,1,"New","aand you see like two like just things moving really fast",NA,NA,"like, like, just, things","13-1-1-New"
"1196",13,1,1,"New","obviously one’s the roadrunner one’s coyote",NA,NA,NA,"13-1-1-New"
"1197",13,1,1,"New","then it freezes and you see the roadrunner aand it says incredible speed",NA,NA,NA,"13-1-1-New"
"1198",13,1,1,"New","and then it goes to the coyote and it says like carnivore and stuff like that",NA,NA,"like, and stuff like that","13-1-1-New"
"1199",13,1,1,"New","and the coyote has a bib on and a knife and a fork",NA,NA,NA,"13-1-1-New"
"1200",13,1,1,"New","so then when they like sst like go back start again uh",NA,NA,"like, like","13-1-1-New"
"1201",13,1,1,"New","coyote’s uh and is chasing the roadrunner",NA,NA,NA,"13-1-1-New"
"1202",13,1,1,"New","and like the roadrunner is not going full speed",NA,NA,"like","13-1-1-New"
"1203",13,1,1,"New","he’s kinda letting the roadrunner hang",NA,NA,"kinda","13-1-1-New"
"1204",13,1,1,"New","so then he the roadrunner like freezes",NA,NA,"like","13-1-1-New"
"1205",13,1,1,"New","coyote like tries to jam his fork and knife into him",NA,NA,"like","13-1-1-New"
"1206",13,1,1,"New","and then the roadrunner just takes off",NA,NA,"just","13-1-1-New"
"1207",13,1,1,"New","aand he’s there with his knife and fork in the road",NA,NA,NA,"13-1-1-New"
"1208",13,1,1,"New","aand he is on like hanging like that",NA,NA,"like","13-1-1-New"
"1209",13,1,1,"New","and he just falls to the ground",NA,NA,"just","13-1-1-New"
"1210",13,1,1,"New","and then umm the next",NA,NA,NA,"13-1-1-New"
"1211",13,1,1,"New","so the coyote has this plan to come up try and get the roadrunner",NA,NA,NA,"13-1-1-New"
"1212",13,1,1,"New","and his next plan is",NA,NA,NA,"13-1-1-New"
"1213",13,1,1,"New","he has a boxing glove on a spring that’s wrapped around a rock",NA,NA,NA,"13-1-1-New"
"1214",13,1,1,"New","pushes the boxing glove till the spring is like you know all together",NA,NA,"like, you know","13-1-1-New"
"1215",13,1,1,"New","so it would shoot out at the roadrunner as he passed",NA,NA,NA,"13-1-1-New"
"1216",13,1,1,"New","and he pulls the thing back",NA,NA,"thing","13-1-1-New"
"1217",13,1,1,"New","and has the cord in his coyote has the cord in his hand to like release it ?",NA,NA,"like","13-1-1-New"
"1218",13,1,1,"New","so that the spring would shoot out ?",NA,NA,NA,"13-1-1-New"
"1219",13,1,1,"New","ohh and here’s the roadrunner",NA,NA,NA,"13-1-1-New"
"1220",13,1,1,"New","he pulls the spring",NA,NA,NA,"13-1-1-New"
"1221",13,1,1,"New","glove don’t move",NA,NA,NA,"13-1-1-New"
"1222",13,1,1,"New","the rock pushes back",NA,NA,NA,"13-1-1-New"
"1223",13,1,1,"New","and puts the uh coyote smashed up against the rock",NA,NA,NA,"13-1-1-New"
"1224",13,1,1,"New","and then as he’s like the rock’s smashed up against him",NA,NA,"like","13-1-1-New"
"1225",13,1,1,"New","you see the the boxing glove come back and like hit him in the face",NA,NA,"like","13-1-1-New"
"1226",13,1,1,"New","so then coyote comes up with another plan",NA,NA,NA,"13-1-1-New"
"1227",13,1,1,"New","and he is on the like the two like cliffs",NA,NA,"like, like","13-1-1-New"
"1228",13,1,1,"New","and there’s like a big drop",NA,NA,"like, like","13-1-1-New"
"1229",13,1,1,"New","and he has a string",NA,NA,NA,"13-1-1-New"
"1230",13,1,1,"New","a really skinny string going across",NA,NA,NA,"13-1-1-New"
"1231",13,1,1,"New","and his plan was uh to",NA,NA,NA,"13-1-1-New"
"1232",13,1,1,"New","when the roadrunner comes down below on the road",NA,NA,NA,"13-1-1-New"
"1233",13,1,1,"New","he’s gonna drop an anvil on him",NA,NA,NA,"13-1-1-New"
"1234",13,1,1,"New","so he walks out on the string with the anvil",NA,NA,NA,"13-1-1-New"
"1235",13,1,1,"New","and the thing just bellies",NA,NA,"just","13-1-1-New"
"1236",13,1,1,"New","and he’s like touching the ground",NA,NA,"like","13-1-1-New"
"1237",13,1,1,"New","so the roadrunner comes up next to him",NA,NA,NA,"13-1-1-New"
"1238",13,1,1,"New","makes his noise",NA,NA,NA,"13-1-1-New"
"1239",13,1,1,"New","the coyote throws th the anvil on the side",NA,NA,NA,"13-1-1-New"
"1240",13,1,1,"New","’cause the roadrunner takes off",NA,NA,NA,"13-1-1-New"
"1241",13,1,1,"New","’cause he is gonna go chase him",NA,NA,NA,"13-1-1-New"
"1242",13,1,1,"New","so when he throws the anvil on his side",NA,NA,NA,"13-1-1-New"
"1243",13,1,1,"New","the thing shoots him up in the air",NA,NA,NA,"13-1-1-New"
"1244",13,1,1,"New","and he’s got that look on his face like what did I just do",NA,NA,"like","13-1-1-New"
"1245",13,1,1,"New","and um then you see him like point to his back",NA,NA,"like","13-1-1-New"
"1246",13,1,1,"New","’cause he has like this like green backpack on that was",NA,NA,"like, like","13-1-1-New"
"1247",13,1,1,"New","he thought was a parachute",NA,NA,NA,"13-1-1-New"
"1248",13,1,1,"New","he pulls the cord",NA,NA,NA,"13-1-1-New"
"1249",13,1,1,"New","it’s not a parachute like pots and pans come flying out of it",NA,NA,"like","13-1-1-New"
"1250",13,1,1,"New","and um then he has a thing of aspirin",NA,NA,"a thing","13-1-1-New"
"1251",13,1,1,"New","and he was like pops that in his mouth",NA,NA,"like","13-1-1-New"
"1252",13,1,1,"New","’cause he hits the ground and smashes",NA,NA,NA,"13-1-1-New"
"1253",13,1,1,"New","and then his last plan",NA,NA,NA,"13-1-1-New"
"1254",13,1,1,"New","well it wasn’t really a plan",NA,NA,NA,"13-1-1-New"
"1255",13,1,1,"New","he um saw the ah roadrunner",NA,NA,NA,"13-1-1-New"
"1256",13,1,1,"New","and the roadrunner was going towards like a a coal mine ?",NA,NA,"like","13-1-1-New"
"1257",13,1,1,"New","coyote chases him",NA,NA,NA,"13-1-1-New"
"1258",13,1,1,"New","and um as he gets halfway in he realizes he can’t see anymore",NA,NA,NA,"13-1-1-New"
"1259",13,1,1,"New","so he has to go back and get a a hat with a helmet on",NA,NA,NA,"13-1-1-New"
"1260",13,1,1,"New","when he does that the roadrunner is right there",NA,NA,NA,"13-1-1-New"
"1261",13,1,1,"New","makes his noise scares the coyote",NA,NA,NA,"13-1-1-New"
"1262",13,1,1,"New","and they go off and cha or they’re chasing each other",NA,NA,NA,"13-1-1-New"
"1263",13,1,1,"New","and um the coyote",NA,NA,NA,"13-1-1-New"
"1264",13,1,1,"New","all you could see was uh was kinda like a little grid",NA,NA,"kinda, like","13-1-1-New"
"1265",13,1,1,"New","it was like a path that went up and it went like that",NA,NA,"like","13-1-1-New"
"1266",13,1,1,"New","but then there was like parts to the side",NA,NA,"like","13-1-1-New"
"1267",13,1,1,"New","and uh roadrunner was like a green dot and coyote was the red",NA,NA,"like","13-1-1-New"
"1268",13,1,1,"New","so coyote is chasing him in the mine",NA,NA,NA,"13-1-1-New"
"1269",13,1,1,"New","and then like it just gets really fast",NA,NA,"like, just","13-1-1-New"
"1270",13,1,1,"New","they keep going in like this little square",NA,NA,"like, just","13-1-1-New"
"1271",13,1,1,"New","and then the roadrunner like started going up",NA,NA,"like, just","13-1-1-New"
"1272",13,1,1,"New","but then he went into the side",NA,NA,NA,"13-1-1-New"
"1273",13,1,1,"New","and then you see the coyote going around thinking he was chasing him",NA,NA,NA,"13-1-1-New"
"1274",13,1,1,"New","but he is not",NA,NA,NA,"13-1-1-New"
"1275",13,1,1,"New","roadrunner makes his noise coyote sees it and goes and follows him",NA,NA,NA,"13-1-1-New"
"1276",13,1,1,"New","and then somehow they wind up in like this little zigzag pattern",NA,NA,"like","13-1-1-New"
"1277",13,1,1,"New","and um at the end of it there was uh like a tunnel going up",NA,NA,"like","13-1-1-New"
"1278",13,1,1,"New","and one going straight",NA,NA,NA,"13-1-1-New"
"1279",13,1,1,"New","roadrunner goes up coyote goes down",NA,NA,NA,"13-1-1-New"
"1280",13,1,1,"New","and then um you see uh",NA,NA,NA,"13-1-1-New"
"1281",13,1,1,"New","as the coyote is going down",NA,NA,NA,"13-1-1-New"
"1282",13,1,1,"New","he’s like bumping his head on this on the top and bottom of it the path",NA,NA,"like","13-1-1-New"
"1283",13,1,1,"New","and um breaks his light",NA,NA,NA,"13-1-1-New"
"1284",13,1,1,"New","and out of nowhere he pulls out a match",NA,NA,NA,"13-1-1-New"
"1285",13,1,1,"New","lights the match and then he’s looking straight",NA,NA,NA,"13-1-1-New"
"1286",13,1,1,"New","and all behind him you can see TNT",NA,NA,NA,"13-1-1-New"
"1287",13,1,1,"New","so the match makes it blow up",NA,NA,NA,"13-1-1-New"
"1288",13,1,1,"New","and then it just shows the top part of like the um the desert",NA,NA,"like","13-1-1-New"
"1289",13,1,1,"New","there’s cactuses",NA,NA,NA,"13-1-1-New"
"1290",13,1,1,"New","and then when it blows up it spells out YIKES",NA,NA,NA,"13-1-1-New"
"1291",13,1,1,"New","so",NA,NA,NA,"13-1-1-New"
"1292",13,2,2,"New","alright this one is ah roadrunner and coyote ?","mm-hmm",NA,"?","13-2-2-New"
"1293",13,2,2,"New","and the beginning it s shows like the desert",NA,"like",NA,"13-2-2-New"
"1294",13,2,2,"New","and then the road",NA,NA,NA,"13-2-2-New"
"1295",13,2,2,"New","and then you see like two like figures like running really fast ?",NA,"like, like","?","13-2-2-New"
"1296",13,2,2,"New","and then it it pauses",NA,NA,NA,"13-2-2-New"
"1297",13,2,2,"New","and you see the roadrunner",NA,NA,NA,"13-2-2-New"
"1298",13,2,2,"New","aand like underneath the roadrunner uh",NA,"like",NA,"13-2-2-New"
"1299",13,2,2,"New","in parentheses it says uh incredible speed",NA,NA,NA,"13-2-2-New"
"1300",13,2,2,"New","and then it flashes the coyote",NA,NA,NA,"13-2-2-New"
"1301",13,2,2,"New","and it says like carnivore",NA,"like",NA,"13-2-2-New"
"1302",13,2,2,"New","and he has a bib on and he has a knife and a fork",NA,NA,NA,"13-2-2-New"
"1303",13,2,2,"New","so then when they start moving again",NA,NA,NA,"13-2-2-New"
"1304",13,2,2,"New","like the roadrunner is going like just fast enough",NA,"like, like",NA,"13-2-2-New"
"1305",13,2,2,"New","so that the the coyote can keep up with him",NA,NA,NA,"13-2-2-New"
"1306",13,2,2,"New","then they like pause for a minute",NA,"like",NA,"13-2-2-New"
"1307",13,2,2,"New","and the coyote tries to dig the knife and fork into him",NA,NA,NA,"13-2-2-New"
"1308",13,2,2,"New","and then the c roadrunner just takes off",NA,"just",NA,"13-2-2-New"
"1309",13,2,2,"New","so he the road uh",NA,NA,NA,"13-2-2-New"
"1310",13,2,2,"New","coyote is left with his fork and knife in the ground",NA,NA,NA,"13-2-2-New"
"1311",13,2,2,"New","and he falls face first in the ground",NA,NA,NA,"13-2-2-New"
"1312",13,2,2,"New","so he comes up with this plan that um",NA,NA,NA,"13-2-2-New"
"1313",13,2,2,"New","that he has a a boxing glove with a spring in it",NA,NA,NA,"13-2-2-New"
"1314",13,2,2,"New","on like tied around a rock",NA,"like",NA,"13-2-2-New"
"1315",13,2,2,"New","so that way he’s gonna push the glove in",NA,NA,NA,"13-2-2-New"
"1316",13,2,2,"New","and then he has a string",NA,NA,NA,"13-2-2-New"
"1317",13,2,2,"New","and that way when he saw the coyote or the roadrunner he would pull it",NA,NA,NA,"13-2-2-New"
"1318",13,2,2,"New","and the boxing glove would like shoot out at the roadrunner",NA,"like",NA,"13-2-2-New"
"1319",13,2,2,"New","and maybe like knock him out ?",NA,"maybe, like","?","13-2-2-New"
"1320",13,2,2,"New","well when he hears the uh roadrunner coming",NA,NA,NA,"13-2-2-New"
"1321",13,2,2,"New","he has already has a string in his hand",NA,NA,NA,"13-2-2-New"
"1322",13,2,2,"New","and when he goes to pull it",NA,NA,NA,"13-2-2-New"
"1323",13,2,2,"New","the bo",NA,NA,NA,"13-2-2-New"
"1324",13,2,2,"New","the rock moves back and pushes him up against the uh the mountain",NA,NA,NA,"13-2-2-New"
"1325",13,2,2,"New","and he gets like hit",NA,"like",NA,"13-2-2-New"
"1326",13,2,2,"New","and the road the roadrunner’s fine",NA,NA,NA,"13-2-2-New"
"1327",13,2,2,"New","and then you see when they show the coyote again",NA,NA,NA,"13-2-2-New"
"1328",13,2,2,"New","the boxing glove with the spring come back",NA,NA,NA,"13-2-2-New"
"1329",13,2,2,"New","and hits him in the face again",NA,NA,NA,"13-2-2-New"
"1330",13,2,2,"New","so his next plan he uh he’s on the two like cliffs",NA,"like",NA,"13-2-2-New"
"1331",13,2,2,"New","and then there’s the road underneath",NA,NA,NA,"13-2-2-New"
"1332",13,2,2,"New","and his plan was to have",NA,NA,NA,"13-2-2-New"
"1333",13,2,2,"New","he has an anvil in his hand",NA,NA,NA,"13-2-2-New"
"1334",13,2,2,"New","and he is gonna walk out in the middle of it",NA,NA,NA,"13-2-2-New"
"1335",13,2,2,"New","and the plan was for the anvil to drop on the roadrunner",NA,NA,NA,"13-2-2-New"
"1336",13,2,2,"New","when he came through",NA,NA,NA,"13-2-2-New"
"1337",13,2,2,"New","but when he walked out on the um the rope it like bellied",NA,"like",NA,"13-2-2-New"
"1338",13,2,2,"New","and went it touched the road ?",NA,NA,"?","13-2-2-New"
"1339",13,2,2,"New","so he is holding the thing in his hand",NA,NA,NA,"13-2-2-New"
"1340",13,2,2,"New","and he sees the roadrunner",NA,NA,NA,"13-2-2-New"
"1341",13,2,2,"New","and so like he goes to chase the roadrunner",NA,"like",NA,"13-2-2-New"
"1342",13,2,2,"New","’cause he’s like touching the ground now ?",NA,"like","?","13-2-2-New"
"1343",13,2,2,"New","when he throws the anvil to the side it shoots him up in the air",NA,NA,NA,"13-2-2-New"
"1344",13,2,2,"New","and um when he is up there",NA,NA,NA,"13-2-2-New"
"1345",13,2,2,"New","he’s like you know has that look on his face",NA,"just, you know",NA,"13-2-2-New"
"1346",13,2,2,"New","like what did I just do",NA,"like",NA,"13-2-2-New"
"1347",13,2,2,"New","and then um he like points to his back",NA,"like",NA,"13-2-2-New"
"1348",13,2,2,"New","and then you see like a green backpack ?",NA,"like","?","13-2-2-New"
"1349",13,2,2,"New","that he thought it was a parachute",NA,NA,NA,"13-2-2-New"
"1350",13,2,2,"New","and he goes to pull the chord",NA,NA,NA,"13-2-2-New"
"1351",13,2,2,"New","and it’s a backpack",NA,NA,NA,"13-2-2-New"
"1352",13,2,2,"New","and like pots and pans come out of it",NA,"like",NA,"13-2-2-New"
"1353",13,2,2,"New","and then like at least there he has a a thing of aspirin",NA,"like",NA,"13-2-2-New"
"1354",13,2,2,"New","and he takes some of them",NA,NA,NA,"13-2-2-New"
"1355",13,2,2,"New","’cause he knows he was gonna hit the ground",NA,NA,NA,"13-2-2-New"
"1356",13,2,2,"New","and he did",NA,NA,NA,"13-2-2-New"
"1357",13,2,2,"New","so then the next time he sees the roadrunner",NA,NA,NA,"13-2-2-New"
"1358",13,2,2,"New","he is chasing him into a coal mine ?",NA,NA,"?","13-2-2-New"
"1359",13,2,2,"New","and like coyote chased him in there",NA,"like",NA,"13-2-2-New"
"1360",13,2,2,"New","and as he gets halfway in he realizes he can’t see anymore",NA,NA,NA,"13-2-2-New"
"1361",13,2,2,"New","so he has to go back and get the hat with the hel or the light on it",NA,NA,NA,"13-2-2-New"
"1362",13,2,2,"New","so and when he is there he sees the roadrunner",NA,NA,NA,"13-2-2-New"
"1363",13,2,2,"New","he makes his noise and beeps at him",NA,NA,NA,"13-2-2-New"
"1364",13,2,2,"New","and then uh you know it scares him",NA,"you know",NA,"13-2-2-New"
"1365",13,2,2,"New","so then they just go off and chase each other",NA,"just",NA,"13-2-2-New"
"1366",13,2,2,"New","and all they show is",NA,NA,NA,"13-2-2-New"
"1367",13,2,2,"New","they don’t really show like in the mine",NA,";ole",NA,"13-2-2-New"
"1368",13,2,2,"New","you just see like uh like they’re like paths ?","mm-hmm","like, like, like","?","13-2-2-New"
"1369",13,2,2,"New","and just like it one forms like kinda of a square",NA,"just, like, like kind of",NA,"13-2-2-New"
"1370",13,2,2,"New","and then on the side of that",NA,NA,NA,"13-2-2-New"
"1371",13,2,2,"New","there’s a a thing here and another one here",NA,NA,NA,"13-2-2-New"
"1372",13,2,2,"New","so then you just see",NA,NA,NA,"13-2-2-New"
"1373",13,2,2,"New","well the roadrunner like is represented by like the green dot",NA,"like, like",NA,"13-2-2-New"
"1374",13,2,2,"New","and the coyote is like a red",NA,"like, like",NA,"13-2-2-New"
"1375",13,2,2,"New","and then you just see the roadrunner going around a square",NA,NA,NA,"13-2-2-New"
"1376",13,2,2,"New","and the coyote is following him",NA,NA,NA,"13-2-2-New"
"1377",13,2,2,"New","it gets really fast",NA,NA,NA,"13-2-2-New"
"1378",13,2,2,"New","so then halfway through",NA,NA,NA,"13-2-2-New"
"1379",13,2,2,"New","the coyote goes off into like a separate like section",NA,"like, like",NA,"13-2-2-New"
"1380",13,2,2,"New","and he’s like watching the coyote go around and around",NA,"like, like",NA,"13-2-2-New"
"1381",13,2,2,"New","then he makes his beeping noise",NA,NA,NA,"13-2-2-New"
"1382",13,2,2,"New","and the coyote comes back and follows him in there",NA,NA,NA,"13-2-2-New"
"1383",13,2,2,"New","and then they wind up in like a zigzag path",NA,"like",NA,"13-2-2-New"
"1384",13,2,2,"New","and um at the end of the zigzag path",NA,NA,NA,"13-2-2-New"
